,ID,GeoName,Pop_Change
680,680,"Lebanon, MO",-98
681,681,"Levelland, TX",498
682,682,"Lewisburg, PA",5
683,683,"Lewisburg, TN",935
684,684,"Lewistown, PA",-183
685,685,"Lexington, NE",-511
686,686,"Liberal, KS",200
687,687,"Lincoln, IL",-811
688,688,"Lock Haven, PA",200
689,689,"Logan, WV",-2038
690,690,"Logansport, IN",-987
691,691,"London, KY",1584
692,692,"Los Alamos, NM",-165
693,693,"Ludington, MI",78
694,694,"Lufkin, TX",1484
695,695,"Lumberton, NC",29
696,696,"Macomb, IL",-1279
697,697,"Madison, IN",-12
698,698,"Madisonville, KY",-698
699,699,"Magnolia, AR",-438
700,700,"Malone, NY",-946
701,701,"Malvern, AR",503
702,702,"Manitowoc, WI",-1636
703,703,"Marietta, OH",-666
704,704,"Marinette, WI-MI",-1346
705,705,"Marion, IN",-2084
706,706,"Marion, NC",-7
707,707,"Marion, OH",-1146
708,708,"Marquette, MI",138
709,709,"Marshall, MN",-184
710,710,"Marshall, MO",-112
711,711,"Marshall, TX",1117
712,712,"Marshalltown, IA",98
713,713,"Martin, TN",-1061
714,714,"Martinsville, VA",-2438
715,715,"Maryville, MO",-560
716,716,"Mason City, IA",-1163
717,717,"Mayfield, KY",300
718,718,"Maysville, KY",-391
719,719,"McAlester, OK",-1227
720,720,"McComb, MS",-1005
721,721,"McMinnville, TN",595
722,722,"McPherson, KS",-239
723,723,"Meadville, PA",-2281
724,724,"Menomonie, WI",640
725,725,"Meridian, MS",-2955
726,726,"Merrill, WI",-763
727,727,"Mexico, MO",567
728,728,"Miami, OK",133
729,729,"Middlesborough, KY",-1354
730,730,"Milledgeville, GA",-1227
731,731,"Mineral Wells, TX",-216
732,732,"Minot, ND",10274
733,733,"Mitchell, SD",408
734,734,"Moberly, MO",-310
735,735,"Montrose, CO",-332
736,736,"Morehead City, NC",2410
737,737,"Morgan City, LA",-1840
738,738,"Moscow, ID",1534
739,739,"Moses Lake, WA",4139
740,740,"Moultrie, GA",346
741,741,"Mountain Home, AR",-460
742,742,"Mountain Home, ID",-1162
743,743,"Mount Airy, NC",-930
744,744,"Mount Pleasant, MI",387
745,745,"Mount Pleasant, TX",289
746,746,"Mount Sterling, KY",1798
747,747,"Mount Vernon, IL",-472
748,748,"Mount Vernon, OH",131
749,749,"Murray, KY",1152
750,750,"Muscatine, IA",262
751,751,"Muskogee, OK",-1289
752,752,"Nacogdoches, TX",1140
753,753,"Natchez, MS-LA",-1723
754,754,"Natchitoches, LA",-387
755,755,"Newberry, SC",504
756,756,"New Castle, IN",-477
757,757,"New Castle, PA",-3058
758,758,"New Philadelphia-Dover, OH",334
759,759,"Newport, OR",1006
760,760,"Newport, TN",-500
761,761,"Newton, IA",-15
762,762,"New Ulm, MN",-580
763,763,"Nogales, AZ",-959
764,764,"Norfolk, NE",-87
765,765,"North Platte, NE",-682
766,766,"North Vernon, IN",-628
767,767,"North Wilkesboro, NC",-838
768,768,"Norwalk, OH",-1157
769,769,"Oak Harbor, WA",2087
770,770,"Ogdensburg-Massena, NY",-934
771,771,"Oil City, PA",-1864
772,772,"Okeechobee, FL",-527
773,773,"Olean, NY",-2432
774,774,"Oneonta, NY",-1613
775,775,"Ontario, OR-ID",-659
776,776,"Opelousas, LA",464
777,777,"Orangeburg, SC",-3287
778,778,"Oskaloosa, IA",-57
779,779,"Othello, WA",526
780,780,"Ottawa, KS",-387
781,781,"Ottawa-Peru, IL",-4342
782,782,"Ottumwa, IA",-436
783,783,"Owatonna, MN",179
784,784,"Owosso, MI",-2029
785,785,"Oxford, MS",5795
786,786,"Oxford, NC",1142
787,787,"Ozark, AL",-686
788,788,"Paducah, KY-IL",-1448
789,789,"Pahrump, NV",-1468
790,790,"Palatka, FL",-2341
791,791,"Palestine, TX",-878
792,792,"Pampa, TX",675
793,793,"Paragould, AR",2106
794,794,"Paris, TN",-183
795,795,"Paris, TX",-349
796,796,"Parsons, KS",-804
797,797,"Payson, AZ",-438
798,798,"Pecos, TX",949
799,799,"Peru, IN",-1041
800,800,"Picayune, MS",-556
801,801,"Pierre, SD",574
802,802,"Pinehurst-Southern Pines, NC",6105
803,803,"Pittsburg, KS",83
804,804,"Plainview, TX",-1913
805,805,"Platteville, WI",1042
806,806,"Plattsburgh, NY",-880
807,807,"Plymouth, IN",-190
808,808,"Point Pleasant, WV-OH",-1081
809,809,"Ponca City, OK",-1196
810,810,"Pontiac, IL",-2279
811,811,"Poplar Bluff, MO",157
812,812,"Portales, NM",-726
813,813,"Port Angeles, WA",2082
814,814,"Port Clinton, OH",-557
815,815,"Port Lavaca, TX",514
816,816,"Portsmouth, OH",-2674
817,817,"Pottsville, PA",-3699
818,818,"Price, UT",-924
819,819,"Prineville, OR",652
820,820,"Pullman, WA",3401
821,821,"Quincy, IL-MO",-94
822,822,"Raymondville, TX",-231
823,823,"Red Bluff, CA",-153
824,824,"Red Wing, MN",252
825,825,"Rexburg, ID",314
826,826,"Richmond, IN",-2002
827,827,"Richmond-Berea, KY",4794
828,828,"Rio Grande City, TX",2827
829,829,"Riverton, WY",192
830,830,"Roanoke Rapids, NC",-3907
831,831,"Rochelle, IL",-1838
832,832,"Rockingham, NC",-1202
833,833,"Rock Springs, WY",820
834,834,"Rolla, MO",-360
835,835,"Roseburg, OR",18
836,836,"Roswell, NM",119
837,837,"Russellville, AR",1164
838,838,"Ruston, LA",1039
839,839,"Rutland, VT",-1910
840,840,"Safford, AZ",446
841,841,"St. Marys, GA",1589
842,842,"Salem, OH",-3035
843,843,"Salina, KS",-31
844,844,"Sandpoint, ID",982
845,845,"Sandusky, OH",-1529
846,846,"Sanford, NC",1794
847,847,"Sault Ste. Marie, MI",-640
848,848,"Sayre, PA",-1341
849,849,"Scottsbluff, NE",-662
850,850,"Scottsboro, AL",-807
851,851,"Searcy, AR",2085
852,852,"Sedalia, MO",54
853,853,"Selinsgrove, PA",735
854,854,"Selma, AL",-2689
855,855,"Seneca, SC",1438
856,856,"Seneca Falls, NY",-411
857,857,"Sevierville, TN",6070
858,858,"Seymour, IN",1689
859,859,"Shawano, WI",-310
860,860,"Shawnee, OK",2433
861,861,"Shelby, NC",-1204
862,862,"Shelbyville, TN",2125
863,863,"Shelton, WA",324
864,864,"Sheridan, WY",893
865,865,"Show Low, AZ",786
866,866,"Sidney, OH",-522
867,867,"Sikeston, MO",-179
868,868,"Silver City, NM",-905
869,869,"Snyder, TX",694
870,870,"Somerset, KY",719
871,871,"Somerset, PA",-2226
872,872,"Sonora, CA",-1656
873,873,"Spearfish, SD",730
874,874,"Spencer, IA",-160
875,875,"Spirit Lake, IA",444
876,876,"Starkville, MS",2129
877,877,"Statesboro, GA",2434
878,878,"Steamboat Springs, CO",624
879,879,"Stephenville, TX",3232
880,880,"Sterling, CO",-673
881,881,"Sterling, IL",-1419
882,882,"Stevens Point, WI",389
883,883,"Stillwater, OK",3500
884,884,"Storm Lake, IA",233
885,885,"Sturgis, MI",-277
886,886,"Sulphur Springs, TX",1062
887,887,"Summerville, GA",-1093
888,888,"Summit Park, UT",3306
889,889,"Sunbury, PA",-1268
890,890,"Susanville, CA",-3550
891,891,"Sweetwater, TX",-110
892,892,"Tahlequah, OK",1462
893,893,"Talladega-Sylacauga, AL",-2463
894,894,"Taos, NM",-33
895,895,"Taylorville, IL",-1158
896,896,"The Dalles, OR",562
897,897,"Thomaston, GA",-785
898,898,"Thomasville, GA",344
899,899,"Tiffin, OH",-1135
900,900,"Tifton, GA",642
901,901,"Toccoa, GA",-586
902,902,"Torrington, CT",-6324
903,903,"Traverse City, MI",4962
904,904,"Troy, AL",147
905,905,"Truckee-Grass Valley, CA",129
906,906,"Tullahoma-Manchester, TN",1839
907,907,"Tupelo, MS",3549
908,908,"Twin Falls, ID",5585
909,909,"Ukiah, CA",-191
910,910,"Union City, TN-KY",-1743
911,911,"Urbana, OH",-1110
912,912,"Uvalde, TX",840
913,913,"Valley, AL",-47
914,914,"Van Wert, OH",-182
915,915,"Vermillion, SD",100
916,916,"Vernal, UT",5344
917,917,"Vernon, TX",-508
918,918,"Vicksburg, MS",-1736
919,919,"Vidalia, GA",-154
920,920,"Vincennes, IN",-513
921,921,"Vineyard Haven, MA",764
922,922,"Wabash, IN",-750
923,923,"Wahpeton, ND-MN",-99
924,924,"Wapakoneta, OH",-73
925,925,"Warren, PA",-1419
926,926,"Warrensburg, MO",1356
927,927,"Warsaw, IN",1264
928,928,"Washington, IN",1252
929,929,"Washington, NC",-122
930,930,"Washington Court House, OH",-351
931,931,"Watertown, SD",712
932,932,"Watertown-Fort Atkinson, WI",878
933,933,"Wauchula, FL",-229
934,934,"Waycross, GA",-591
935,935,"Weatherford, OK",2275
936,936,"West Plains, MO",-283
937,937,"Whitewater-Elkhorn, WI",576
938,938,"Williston, ND",12896
939,939,"Willmar, MN",303
940,940,"Wilmington, OH",-120
941,941,"Wilson, NC",480
942,942,"Winnemucca, NV",494
943,943,"Winona, MN",-576
944,944,"Wisconsin Rapids-Marshfield, WI",-1314
945,945,"Woodward, OK",1478
946,946,"Wooster, OH",1549
947,947,"Worthington, MN",392
948,948,"Yankton, SD",264
949,949,"Zanesville, OH",216
950,950,"Zapata, TX",356
